================ Training Loss (Thu Nov 27 17:52:15 2025) ================
(epoch: 1, iters: 100, time: 0.590, data: 18.860) D_A: 0.348 G_A: 0.328 cycle_A: 8.273 idt_A: 0.786 D_B: 0.314 G_B: 0.455 cycle_B: 1.500 idt_B: 4.259 
(epoch: 1, iters: 200, time: 0.582, data: 0.001) D_A: 0.316 G_A: 0.458 cycle_A: 2.560 idt_A: 0.565 D_B: 0.236 G_B: 0.421 cycle_B: 1.254 idt_B: 1.248 
(epoch: 1, iters: 300, time: 0.592, data: 0.001) D_A: 0.150 G_A: 0.319 cycle_A: 2.357 idt_A: 1.787 D_B: 0.429 G_B: 0.217 cycle_B: 3.509 idt_B: 1.048 
(epoch: 1, iters: 400, time: 0.928, data: 0.000) D_A: 0.312 G_A: 0.312 cycle_A: 2.062 idt_A: 1.236 D_B: 0.284 G_B: 0.333 cycle_B: 2.378 idt_B: 0.960 
(epoch: 1, iters: 500, time: 0.592, data: 0.001) D_A: 0.121 G_A: 0.617 cycle_A: 5.639 idt_A: 1.203 D_B: 0.256 G_B: 0.239 cycle_B: 2.374 idt_B: 2.777 
(epoch: 1, iters: 600, time: 0.585, data: 0.001) D_A: 0.083 G_A: 1.006 cycle_A: 5.492 idt_A: 1.115 D_B: 0.241 G_B: 0.248 cycle_B: 1.970 idt_B: 2.736 
(epoch: 1, iters: 700, time: 0.586, data: 0.000) D_A: 0.229 G_A: 0.494 cycle_A: 2.243 idt_A: 1.663 D_B: 0.234 G_B: 0.480 cycle_B: 3.196 idt_B: 1.210 
(epoch: 1, iters: 800, time: 0.744, data: 0.001) D_A: 0.107 G_A: 0.477 cycle_A: 2.494 idt_A: 1.245 D_B: 0.210 G_B: 0.325 cycle_B: 2.032 idt_B: 1.066 
(epoch: 1, iters: 900, time: 0.587, data: 0.002) D_A: 0.193 G_A: 0.325 cycle_A: 5.114 idt_A: 0.829 D_B: 0.103 G_B: 0.359 cycle_B: 1.819 idt_B: 2.497 
(epoch: 1, iters: 1000, time: 0.579, data: 0.001) D_A: 0.162 G_A: 0.379 cycle_A: 1.990 idt_A: 0.626 D_B: 0.333 G_B: 0.856 cycle_B: 1.577 idt_B: 0.850 
(epoch: 1, iters: 1100, time: 0.586, data: 0.002) D_A: 0.342 G_A: 0.563 cycle_A: 1.217 idt_A: 0.715 D_B: 0.278 G_B: 0.305 cycle_B: 1.399 idt_B: 0.487 
(epoch: 1, iters: 1200, time: 0.762, data: 0.000) D_A: 0.199 G_A: 0.335 cycle_A: 2.569 idt_A: 0.687 D_B: 0.356 G_B: 0.481 cycle_B: 1.489 idt_B: 1.134 
(epoch: 1, iters: 1300, time: 0.584, data: 0.000) D_A: 0.115 G_A: 0.521 cycle_A: 1.507 idt_A: 0.865 D_B: 0.171 G_B: 0.676 cycle_B: 1.665 idt_B: 0.630 
(epoch: 1, iters: 1400, time: 0.581, data: 0.000) D_A: 0.125 G_A: 0.614 cycle_A: 1.284 idt_A: 0.773 D_B: 0.249 G_B: 0.070 cycle_B: 1.671 idt_B: 0.559 
(epoch: 2, iters: 50, time: 0.593, data: 0.001) D_A: 0.240 G_A: 0.356 cycle_A: 1.490 idt_A: 1.708 D_B: 0.316 G_B: 0.582 cycle_B: 3.275 idt_B: 0.665 
(epoch: 2, iters: 150, time: 0.916, data: 0.002) D_A: 0.072 G_A: 0.308 cycle_A: 1.110 idt_A: 0.912 D_B: 0.221 G_B: 0.448 cycle_B: 1.825 idt_B: 0.465 
(epoch: 2, iters: 250, time: 0.593, data: 0.002) D_A: 0.286 G_A: 0.593 cycle_A: 1.196 idt_A: 0.650 D_B: 0.173 G_B: 0.484 cycle_B: 1.519 idt_B: 0.558 
(epoch: 2, iters: 350, time: 0.574, data: 0.001) D_A: 0.282 G_A: 0.996 cycle_A: 1.498 idt_A: 1.242 D_B: 0.259 G_B: 0.358 cycle_B: 2.506 idt_B: 0.613 
(epoch: 2, iters: 450, time: 0.583, data: 0.001) D_A: 0.131 G_A: 0.458 cycle_A: 3.217 idt_A: 2.094 D_B: 0.205 G_B: 0.259 cycle_B: 4.300 idt_B: 1.563 
(epoch: 2, iters: 550, time: 0.842, data: 0.001) D_A: 0.267 G_A: 0.687 cycle_A: 1.309 idt_A: 0.631 D_B: 0.225 G_B: 0.380 cycle_B: 1.528 idt_B: 0.556 
(epoch: 2, iters: 650, time: 0.586, data: 0.001) D_A: 0.180 G_A: 0.498 cycle_A: 2.559 idt_A: 1.070 D_B: 0.317 G_B: 0.305 cycle_B: 2.341 idt_B: 1.273 
(epoch: 2, iters: 750, time: 0.591, data: 0.001) D_A: 0.537 G_A: 0.274 cycle_A: 1.304 idt_A: 1.052 D_B: 0.153 G_B: 0.182 cycle_B: 1.813 idt_B: 0.565 
(epoch: 2, iters: 850, time: 0.583, data: 0.001) D_A: 0.151 G_A: 0.452 cycle_A: 2.460 idt_A: 0.552 D_B: 0.168 G_B: 0.398 cycle_B: 1.558 idt_B: 0.883 
(epoch: 2, iters: 950, time: 0.762, data: 0.001) D_A: 0.121 G_A: 0.547 cycle_A: 3.824 idt_A: 1.539 D_B: 0.319 G_B: 0.423 cycle_B: 3.126 idt_B: 0.695 
(epoch: 2, iters: 1050, time: 0.583, data: 0.001) D_A: 0.255 G_A: 0.131 cycle_A: 1.860 idt_A: 0.623 D_B: 0.194 G_B: 0.277 cycle_B: 1.270 idt_B: 0.765 
(epoch: 2, iters: 1150, time: 0.578, data: 0.000) D_A: 0.199 G_A: 0.503 cycle_A: 1.796 idt_A: 0.825 D_B: 0.250 G_B: 0.687 cycle_B: 1.572 idt_B: 0.839 
(epoch: 2, iters: 1250, time: 0.607, data: 0.001) D_A: 0.139 G_A: 0.789 cycle_A: 3.253 idt_A: 0.842 D_B: 0.311 G_B: 0.816 cycle_B: 1.696 idt_B: 1.604 
